V2_mean	Isense_mean	dt
-34	909	508
-32	881	508
-31	784	508
-30	764	508
-29	751	509
-27	730	509
-26	702	509
-25	666	508
-23	627	509
-22	581	509
-21	536	509
-20	491	509
-18	447	508
-17	410	509
-16	373	509
-15	346	508
-13	323	509
-12	310	508
-11	306	509
-9	307	509
-8	316	509
-7	334	509
-6	357	509
-4	385	508
-3	418	508
-2	453	509
0	490	509
1	543	509
2	577	510
3	606	509
5	632	510
6	652	510
7	666	510
8	673	510
10	674	510
11	668	510
12	657	510
14	640	509
15	618	510
16	594	510
17	567	510
19	538	510
20	505	510
21	480	509
22	454	510
24	431	509
25	411	510
26	396	509
28	386	510
29	379	510
30	379	509
31	383	509
33	393	510
34	407	510
35	424	510
36	445	509
38	467	510
39	491	510
40	515	509
42	539	510
43	560	510
44	579	509
45	597	510
47	614	510
48	630	510
49	648	510
51	663	510
52	681	510
53	704	510
54	723	510
56	737	510
57	749	510
58	757	510
59	757	510
61	749	511
62	784	511
63	805	511
65	804	512
66	797	512
67	789	511
68	781	511
70	769	511
71	751	527
72	716	527
73	687	526
75	662	528
76	640	526
77	701	512
79	614	528
80	604	529
81	594	526
82	583	529
84	653	513
85	564	530
86	571	530
87	583	527
89	676	515
90	677	515
91	591	529
93	658	515
94	650	516
95	640	516
96	631	516
98	622	518
99	530	528
100	521	527
102	600	519
103	594	519
104	585	520
105	493	529
107	602	523
108	624	522
109	639	524
110	647	524
112	641	524
113	552	528
114	623	527
116	614	527
117	607	529
118	600	531
119	495	526
121	584	531
122	575	531
123	566	530
124	558	533
126	449	525
127	579	538
128	602	542
130	618	539
131	630	542
132	549	539
133	535	526
135	522	524
136	510	527
137	498	525
138	486	526
140	587	545
141	578	550
142	570	544
144	563	547
145	555	549
146	419	527
147	554	554
149	585	556
150	596	554
151	605	555
153	612	552
154	532	525
155	518	524
156	505	526
158	491	523
159	481	525
160	670	555
161	655	553
163	639	554
164	641	553
165	622	554
167	406	523
168	731	556
169	883	554
170	959	551
172	990	551
173	954	550
174	533	526
175	517	524
177	505	525
178	494	525
179	481	526
181	680	551
182	456	526
183	650	552
184	656	552
186	664	552
187	644	552
188	408	526
189	440	528
191	478	526
192	509	528
193	528	527
195	616	550
196	539	528
197	527	528
198	576	548
200	562	548
201	548	547
202	484	531
204	470	529
205	458	530
206	443	528
207	429	529
209	477	550
210	505	549
211	543	548
212	573	547
214	601	545
215	586	537
216	608	543
218	593	543
219	578	542
220	563	542
221	549	542
223	529	540
224	520	542
225	506	542
226	493	542
228	479	543
229	459	542
230	478	542
232	516	544
233	551	543
234	584	543
235	601	543
237	605	542
238	592	542
239	575	541
240	559	542
242	544	542
243	529	542
244	514	542
246	500	542
247	486	542
248	472	541
249	460	542
251	460	544
252	489	544
253	527	545
255	559	544
254	584	544
253	596	543
252	589	542
250	573	543
249	557	542
248	541	542
247	526	543
245	507	543
244	496	543
243	482	543
241	468	542
240	455	542
239	448	543
238	472	545
236	510	545
235	546	545
234	574	544
233	589	544
231	590	543
230	571	543
229	555	543
227	539	543
226	523	543
225	508	544
224	490	543
222	478	544
221	463	546
220	448	548
219	437	548
217	455	550
216	490	549
215	534	547
213	561	548
212	578	548
211	584	547
210	570	548
208	554	547
207	537	549
206	521	550
204	506	550
203	489	551
202	474	552
201	459	553
199	362	528
198	433	556
197	440	559
196	467	559
194	508	556
193	542	557
192	564	557
190	577	556
189	572	555
188	558	555
187	544	556
185	532	557
184	536	557
183	562	557
182	618	557
180	699	558
179	810	557
178	858	554
176	790	560
175	831	559
174	882	561
173	824	560
171	874	559
170	943	557
169	968	555
168	952	554
166	915	555
165	858	558
164	810	558
162	738	561
161	636	563
160	562	560
159	503	563
157	491	560
156	484	562
155	482	562
153	486	568
152	511	563
151	549	567
150	547	562
148	554	563
147	554	559
146	547	560
145	539	559
143	529	559
142	510	558
141	499	556
139	491	558
138	475	548
137	467	550
136	468	545
134	465	546
133	464	549
132	470	551
131	509	553
129	528	550
128	539	553
127	544	546
125	536	545
124	523	543
123	510	543
122	495	541
120	479	539
119	337	530
118	452	532
117	447	533
115	441	530
114	434	529
113	434	529
111	447	532
110	463	532
109	498	531
108	516	531
106	525	529
105	516	528
104	502	525
102	488	527
101	472	524
100	458	525
99	449	522
97	439	522
96	429	520
95	420	521
94	411	520
92	403	519
91	411	520
90	435	519
88	456	520
87	473	518
86	482	518
85	484	517
83	474	517
82	461	516
81	449	516
80	438	516
78	427	516
77	412	516
76	401	515
74	392	514
73	380	515
72	370	515
71	366	515
69	256	512
68	142	514
67	132	514
66	156	517
64	171	515
63	175	514
62	185	514
60	187	514
59	197	513
58	178	513
57	181	513
55	178	513
54	174	512
53	179	513
51	178	512
50	187	511
49	173	511
48	182	513
46	177	512
45	188	511
44	142	511
43	119	511
41	108	511
40	101	511
39	79	510
37	31	511
36	0	511
35	0	512
34	0	512
32	9	511
31	22	511
30	45	511
29	84	511
27	139	511
26	205	510
25	280	510
23	364	510
22	448	511
21	534	511
20	617	511
18	693	510
17	760	510
16	815	511
15	858	511
13	885	510
12	898	510
11	897	511
9	881	510
8	851	511
7	810	511
6	758	511
4	699	511
3	633	511
2	565	510
0	496	510
-1	429	510
-2	368	511
-3	314	510
-5	268	510
-6	234	510
-7	212	510
-8	201	511
-10	202	511
-11	215	511
-12	239	510
-14	272	511
-15	313	511
-16	362	511
-17	413	510
-19	469	510
-20	524	511
-21	577	510
-22	625	510
-24	668	511
-25	706	511
-26	732	510
-28	748	511
-29	756	511
-30	754	511
-31	743	510
-33	725	510
-34	696	511
-35	662	511
-36	625	510
-38	579	510
-39	533	511
-40	491	511
-42	450	511
-43	410	510
-44	373	510
-45	339	510
-47	310	510
-48	282	509
-49	258	510
-51	280	503
-52	230	509
-53	229	509
-54	207	509
-56	181	509
-57	181	509
-58	192	509
-59	206	510
-61	219	510
-62	232	509
-63	247	508
-65	261	508
-66	275	508
-67	286	508
-68	300	508
-70	312	507
-71	245	491
-72	333	508
-73	237	493
-75	355	507
-76	365	507
-77	248	492
-79	374	507
-80	234	488
-81	356	506
-82	356	507
-84	368	505
-85	248	490
-86	389	506
-87	265	492
-89	413	506
-90	281	492
-91	434	503
-93	297	491
-94	454	504
-95	464	503
-96	325	491
-98	477	502
-99	301	490
-100	436	500
-102	421	500
-103	267	491
-104	277	492
-105	439	498
-107	297	492
-108	466	499
-109	319	492
-110	491	496
-112	343	491
-113	515	496
-114	527	495
-116	540	495
-117	551	495
-118	371	490
-119	522	488
-121	498	490
-122	300	493
-123	468	488
-124	306	492
-126	491	488
-127	506	486
-128	520	485
-130	534	485
-131	371	494
-132	559	481
-133	395	492
-135	407	493
-136	591	481
-137	428	494
-138	597	477
-140	383	492
-141	537	468
-142	332	494
-144	498	474
-145	499	469
-146	345	494
-147	525	471
-149	373	496
-150	551	468
-151	566	468
-153	576	469
-154	591	467
-155	436	496
-156	614	468
-158	627	465
-159	444	494
-160	602	462
-161	385	493
-163	545	462
-164	536	464
-165	348	494
-167	364	495
-168	569	465
-169	387	493
-170	614	467
-172	409	492
-173	666	468
-174	434	490
-175	679	468
-177	684	467
-178	470	491
-179	763	465
-181	425	489
-182	610	468
-183	555	468
-184	512	469
-186	350	491
-187	451	470
-188	381	492
-189	456	469
-191	410	491
-192	469	469
-193	439	492
